"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"541","The Supreme Court should remain above partisan politics, Senator. https://t.co/DlWud7Rh3K #DoYourJob https://t.co/Wjd96qn9Hf",FALSE,3158,NA,2016-09-16 17:24:19,FALSE,NA,"776834111566516224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1180,FALSE,FALSE,NA,NA
"542","Progress starts with a conversation. Make sure you have the facts to get yours started: https://t.co/MxWdiJxz4o https://t.co/Q3iP0Jwg1t",FALSE,3327,NA,2016-09-16 15:54:16,FALSE,NA,"776811448651558912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",923,FALSE,FALSE,NA,NA
"543","When we protect our lands and waters, it helps us protect our climate for future generations. #ActOnClimate https://t.co/8tygZI0TDR",FALSE,14878,NA,2016-09-15 21:24:16,FALSE,NA,"776532109498339328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",4314,FALSE,FALSE,NA,NA
"544","""There is no 'election year' exception in Article II."" Sen. Leahy calls on senators to give Judge Garland a hearing: https://t.co/VjxClMdqUg",FALSE,3874,NA,2016-09-15 18:51:11,FALSE,NA,"776493584572780545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1248,FALSE,FALSE,NA,NA
"545","President Obama just made history by protecting nearly 5,000 square miles off the New England coast. https://t.co/i8MAFYU60k #OurOcean",FALSE,6503,NA,2016-09-15 16:39:51,FALSE,NA,"776460530584133633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2321,FALSE,FALSE,NA,NA
"546","LIVE: President Obama is speaking at the 2016 Our Ocean Conference. https://t.co/ALK46jhUpw #OurOcean",FALSE,1668,NA,2016-09-15 15:15:48,FALSE,NA,"776439380281925632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",401,FALSE,FALSE,NA,NA
"547","RT @WhiteHouse: BREAKING: @POTUS will designate the first-ever marine monument in the Atlantic Ocean:
https://t.co/t33G5z2QpK https://t.co/…",FALSE,0,NA,2016-09-15 14:25:46,FALSE,NA,"776426790109650944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1013,TRUE,FALSE,NA,NA
"548","We need nine justices for a fully functioning Supreme Court—and editorial boards across the country agree. https://t.co/WD42qmgXpO",FALSE,4542,NA,2016-09-14 20:45:42,FALSE,NA,"776160016483033088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1429,FALSE,FALSE,NA,NA
"549","RT @cspan: .@RepJohnLewis on #GunViolence: ""The time for silence is over."" https://t.co/zUUX02jNnN",FALSE,0,NA,2016-09-14 19:05:00,FALSE,NA,"776134671415451648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",693,TRUE,FALSE,NA,NA
"550","We can't let Senate leaders ignore their constitutional responsibilities. https://t.co/ExY5wZcWi6 #DoYourJob https://t.co/IwO7CAoVm2",FALSE,3972,NA,2016-09-14 17:50:40,FALSE,NA,"776115966161793025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1435,FALSE,FALSE,NA,NA
"551","Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: https://t.co/b0eae4PXDX",FALSE,1468,NA,2016-09-14 16:40:17,FALSE,NA,"776098253800484866",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",371,FALSE,FALSE,NA,NA
"552","The U.S. is on track to hit two million solar installations within the next two years. Momentum is building: https://t.co/dTb4M3J4MY",FALSE,5600,NA,2016-09-14 15:24:00,FALSE,NA,"776079054512369668",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1646,FALSE,FALSE,NA,NA
"553","Time is almost up for Senate leaders to do the right thing and fill the #SCOTUS vacancy. https://t.co/rPbzUkZAUE #DoYourJob",FALSE,2063,NA,2016-09-13 21:14:36,FALSE,NA,"775804899049078784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",579,FALSE,FALSE,NA,NA
"554","Median household income: <U+2B06>
Poverty rate: <U+2B07>
Uninsured rate: <U+2B07>

Middle-class economics works. https://t.co/ThPXBSux09",FALSE,11954,NA,2016-09-13 20:09:28,FALSE,NA,"775788508841517057",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3578,FALSE,FALSE,NA,NA
"555","In 2015, we saw the fastest household income growth on record and the largest drop in the poverty rate since 1968. https://t.co/Kyw1vuhont",FALSE,4035,NA,2016-09-13 19:11:10,FALSE,NA,"775773838403436544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1390,FALSE,FALSE,NA,NA
"556","RT @WhiteHouse: Fastest household income growth on record <U+2713> 
 
Largest drop in poverty rate since 1968 <U+2713> 

https://t.co/qK505KUeuP https://…",FALSE,0,NA,2016-09-13 16:15:53,FALSE,NA,"775729726107201536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1015,TRUE,FALSE,NA,NA
"557","The Supreme Court must remain above partisanship. Senate leaders: The time to fill the vacant seat is now. https://t.co/7mmbuXjsPO",FALSE,9667,NA,2016-09-13 15:00:22,FALSE,NA,"775710721027952640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3296,FALSE,FALSE,NA,NA
"558","ICYMI: This is a really big deal. https://t.co/raNeUV5fRd",FALSE,7982,NA,2016-09-12 20:24:42,FALSE,NA,"775429955253481473",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2431,FALSE,FALSE,NA,NA
"559","Vice President Biden speaks on the ""dangerous precedent"" Senate leaders are setting by refusing to do their jobs. https://t.co/W1A7Oyb4gB",FALSE,4668,NA,2016-09-12 18:55:34,FALSE,NA,"775407521167126528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1519,FALSE,FALSE,NA,NA
"560","These are records we can't keep breaking. We must work together to #ActOnClimate. https://t.co/sTxNR10sjK",FALSE,5951,NA,2016-09-12 17:36:53,FALSE,NA,"775387720285683712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2864,FALSE,FALSE,NA,NA
"561","Meaningful action on climate change can't wait. President Obama explains why in this @nytimes interview. https://t.co/zbaDcpztIW",FALSE,3928,NA,2016-09-12 15:09:06,FALSE,NA,"775350531812265984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1232,FALSE,FALSE,NA,NA
"562","We need to keep up efforts to fight climate change at every level—locally, nationally, globally. #ActOnClimate https://t.co/L10qdkgPDg",FALSE,9839,NA,2016-09-09 21:05:57,FALSE,NA,"774353170159968259",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3380,FALSE,FALSE,NA,NA
"563","RT @FactsOnClimate: BREAKING: A new strategy to harness the power of wind means more jobs, less pollution: https://t.co/s0I0CmalFL https://…",FALSE,0,NA,2016-09-09 20:15:53,FALSE,NA,"774340573310353408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",693,TRUE,FALSE,NA,NA
"564","Senate leaders are back in session. Keep the pressure high—call out their obstructionism. https://t.co/eThTUbIMH0 #DoYourJob",FALSE,2125,NA,2016-09-09 19:16:01,FALSE,NA,"774325506065985536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",627,FALSE,FALSE,NA,NA
"565","There's no need to overcomplicate the process. #DoYourJob https://t.co/QgaNgKNBzJ",FALSE,3435,NA,2016-09-09 17:47:36,FALSE,NA,"774303257023963136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1241,FALSE,FALSE,NA,NA
"566","We must take bold steps now—climate change is already impacting millions of people. https://t.co/ZWBgt0XEWt #ActOnClimate",FALSE,3708,NA,2016-09-09 15:08:56,FALSE,NA,"774263324032790528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1243,FALSE,FALSE,NA,NA
"567","Congress is back, and they have important work to do before their next recess. Make sure you say where you stand: https://t.co/Ll1Croa3Ui",FALSE,3218,NA,2016-09-08 19:39:42,FALSE,NA,"773969076171309056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",876,FALSE,FALSE,NA,NA
"568","RT @VPLive: ""Every nominee, including Kennedy in an election year—got an up or down vote"" —@VP on serving as Senate Judiciary Chairman or R…",FALSE,0,NA,2016-09-08 18:35:19,FALSE,NA,"773952874833321984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",327,TRUE,FALSE,NA,NA
"569","Stay in the loop with important facts. Join @OFA's Truth Team: https://t.co/2KkNrPgHPL https://t.co/FDOocrpQvU",FALSE,1981,NA,2016-09-08 17:39:40,FALSE,NA,"773938870421368832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",468,FALSE,FALSE,NA,NA
"570","Rising sea levels are already flooding homes and roads along America's coasts. The time to #ActOnClimate is now. https://t.co/OplSsyTHEX",FALSE,4208,NA,2016-09-07 21:47:15,FALSE,NA,"773638787549188096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1697,FALSE,FALSE,NA,NA
"571","Fewer Americans are uninsured than ever before, thanks to #Obamacare. https://t.co/tFbGtiPzWL",FALSE,2822,NA,2016-09-07 20:00:50,FALSE,NA,"773612008889421824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",775,FALSE,FALSE,NA,NA
"572","Congress is back from recess. Help put the pressure on Senate leaders to give Judge Garland a hearing: https://t.co/F4eATpElMT #DoYourJob",FALSE,2594,NA,2016-09-07 17:48:24,FALSE,NA,"773578682350702592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",773,FALSE,FALSE,NA,NA
"573","The process is clear. The Supreme Court and American people are waiting for Senate leaders to get to work. https://t.co/1YzeZLIcAT",FALSE,9500,NA,2016-09-07 15:53:22,FALSE,NA,"773549731901349888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2978,FALSE,FALSE,NA,NA
"574","Senate leaders have 32 days before their next recess to give Judge Garland a hearing and a vote. Call them out now: https://t.co/IV1AGOEDag",FALSE,3006,NA,2016-09-06 21:57:45,FALSE,NA,"773279043726618624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",979,FALSE,FALSE,NA,NA
"575","The Paris Climate Agreement is a big deal in the fight against climate change—and now, a big step closer to reality. https://t.co/5vd6n0BFgG",FALSE,3597,NA,2016-09-06 20:19:23,FALSE,NA,"773254286855712769",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1123,FALSE,FALSE,NA,NA
"576","The United States is leading the way in the fight to #ActOnClimate. https://t.co/vkUMjg6XKc",FALSE,2277,NA,2016-09-06 18:57:30,FALSE,NA,"773233683608199168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",556,FALSE,FALSE,NA,NA
"577","Conservation not only protects diverse lands and species, it's also an important part of battling climate change. https://t.co/gjvhHNPFKL",FALSE,3954,NA,2016-09-06 16:58:04,FALSE,NA,"773203627125055488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1149,FALSE,FALSE,NA,NA
"578","""When we protect our lands, it helps us protect the climate for the future."" —President Obama #ActOnClimate https://t.co/qdoCgYPQom",FALSE,4380,NA,2016-09-06 15:03:43,FALSE,NA,"773174849346768896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1188,FALSE,FALSE,NA,NA
"579","President Obama has a message for America's workers today—check it out: https://t.co/KlPj1YGeQ4 #LaborDay https://t.co/qzbHAfRXNs",FALSE,3635,NA,2016-09-05 16:03:14,FALSE,NA,"772827439126966272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",819,FALSE,FALSE,NA,NA
"580","In the weekly address, President Obama commemorates the labor movement that helped build this country. https://t.co/JsZvcpTyee",FALSE,4544,NA,2016-09-03 17:01:19,FALSE,NA,"772117278464679937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1041,FALSE,FALSE,NA,NA
"581","RT @WhiteHouse: It's official: The U.S. and China have entered into the #ParisAgreement: https://t.co/RQIMfGp7rg https://t.co/7IPK6WAeZD",FALSE,0,NA,2016-09-03 16:06:52,FALSE,NA,"772103576697049089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2640,TRUE,FALSE,NA,NA
"582","Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs. https://t.co/Pr78WaT0V2",FALSE,7501,NA,2016-09-02 22:27:07,FALSE,NA,"771836881495584768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2382,FALSE,FALSE,NA,NA
"583","When Americans stand together, there's no challenge too great to solve—not even climate change. #ActOnClimate today: https://t.co/5mqlv3ZXas",FALSE,2693,NA,2016-09-02 19:59:45,FALSE,NA,"771799796344512512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",691,FALSE,FALSE,NA,NA
"584","Unemployment: <U+2B07>
Deficits: <U+2B07>
Uninsured rate: <U+2B07>
Jobs: +15.1 million https://t.co/mWcAgfM8zn",FALSE,7879,NA,2016-09-02 18:28:14,FALSE,NA,"771776767581360128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2491,FALSE,FALSE,NA,NA
"585","It's been a long road, but we're far better off than we were eight years ago. https://t.co/o8UdtCezYE",FALSE,8088,NA,2016-09-02 17:01:55,FALSE,NA,"771755042391097345",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2291,FALSE,FALSE,NA,NA
"586","The economy added 151,000 jobs in August—extending the longest streak of total job growth on record.",FALSE,8323,NA,2016-09-02 15:10:40,FALSE,NA,"771727047710412800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2195,FALSE,FALSE,NA,NA
"587","Senate leaders return from recess next week. They need to get to work on a vote for Judge Garland—say so. https://t.co/pdRYkz7kFV #DoYourJob",FALSE,2951,NA,2016-09-01 21:06:14,FALSE,NA,"771454141801439233",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",809,FALSE,FALSE,NA,NA
"588","Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs. https://t.co/ScbkMVcovu",FALSE,8616,NA,2016-09-01 19:33:21,FALSE,NA,"771430763069788160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2551,FALSE,FALSE,NA,NA
"589","RT @WhiteHouse: ""There's no conflict between a healthy economy and a healthy planet."" —@POTUS https://t.co/kLOKgyiEvf https://t.co/GL2z2FHN…",FALSE,0,NA,2016-09-01 17:07:17,FALSE,NA,"771394007196798976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",914,TRUE,FALSE,NA,NA
"590","Stay in the loop with important facts, brought to you weekly. Join @OFA's Truth Team: https://t.co/YNdzkLi9cb",FALSE,1411,NA,2016-09-01 16:00:17,FALSE,NA,"771377146820300800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",339,FALSE,FALSE,NA,NA
"591","Senate leaders need to hear you expect a vote on Judge Garland when recess ends—say you'll let them know: https://t.co/ETmcpsRRY6 #DoYourJob",FALSE,2678,NA,2016-08-31 19:42:44,FALSE,NA,"771070737624866816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",732,FALSE,FALSE,NA,NA
"592","We can't afford to have a Supreme Court that's short-handed. Here's why: https://t.co/XcIRdewObs",FALSE,2240,NA,2016-08-31 17:38:19,FALSE,NA,"771039428986871808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",669,FALSE,FALSE,NA,NA
"593","The American people need their legislators to be dedicated to solutions, not obstruction. #DoYourJob https://t.co/mrTXe8sti6",FALSE,7262,NA,2016-08-31 16:24:53,FALSE,NA,"771020947184754688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2898,FALSE,FALSE,NA,NA
"594","Senate leaders have a job to do—join the thousands reminding them when they reconvene next week. https://t.co/FWsdVnejYH #DoYourJob",FALSE,2529,NA,2016-08-30 22:17:40,FALSE,NA,"770747342249046017",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",693,FALSE,FALSE,NA,NA
"595","RT @WhiteHouse: .@POTUS cannot do it alone. Congress must act to enact a fairer federal sentencing system: https://t.co/eNv6u25429 https://…",FALSE,0,NA,2016-08-30 21:50:11,FALSE,NA,"770740423253909504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",851,TRUE,FALSE,NA,NA
"596","Summer's almost over, Senate leaders. #DoYourJob https://t.co/JOEchACJ6i",FALSE,5773,NA,2016-08-30 20:03:12,FALSE,NA,"770713502583369728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2061,FALSE,FALSE,NA,NA
"597","Have meaningful, fact-based conversations. Join OFA's Truth Team: https://t.co/R0cSASIGew. https://t.co/Fs4esnNcdD",FALSE,1693,NA,2016-08-30 18:08:24,FALSE,NA,"770684610715930624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",388,FALSE,FALSE,NA,NA
"598","Show off your pride in this movement—grab your Organizing&amp; tee: https://t.co/lFFWUSZljm. https://t.co/htUFnTNn28",FALSE,2474,NA,2016-08-30 15:35:45,FALSE,NA,"770646196561989632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",587,FALSE,FALSE,NA,NA
"599","Senate leaders must put country before party politics. Read why it's time to give Judge Garland a vote. https://t.co/zipWl7JgU2",FALSE,3464,NA,2016-08-29 21:15:13,FALSE,NA,"770369235998511104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",995,FALSE,FALSE,NA,NA
"600","It's not too late for Senate leaders to give Judge Garland a fair hearing and up-or-down vote. Say you agree. https://t.co/p48z2I8Mvr",FALSE,4606,NA,2016-08-29 19:10:14,FALSE,NA,"770337784343113728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1299,FALSE,FALSE,NA,NA
"601","Obstruction—especially when it comes to the Supreme Court—is nothing to be proud of, @SenateMajLdr. #DoYourJob https://t.co/FwsAnwqNH2",FALSE,7678,NA,2016-08-29 17:19:11,FALSE,NA,"770309835388661760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3207,FALSE,FALSE,NA,NA
"602","President Obama continues his track record of protecting millions of acres of federal land and water. Take a look: https://t.co/J2GXikEUvR",FALSE,6971,NA,2016-08-26 21:58:05,FALSE,NA,"769292859761537024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1945,FALSE,FALSE,NA,NA
"603","Speaking up is the first step. Let's build on our progress one conversation at a time. #WomensEqualityDay https://t.co/a0poSyIiqP",FALSE,7659,NA,2016-08-26 20:14:48,FALSE,NA,"769266869916184576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2615,FALSE,FALSE,NA,NA
"604","Say you'll continue the fight to make gender equality a reality in America: https://t.co/XusbC9I8l3 #WomensEqualityDay",FALSE,2274,NA,2016-08-26 18:45:53,FALSE,NA,"769244491316277249",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",688,FALSE,FALSE,NA,NA
"605","We've come a long way, but there's still more to do to make sure women are truly treated equally. #WomensEqualityDay https://t.co/B7C0Nk27T5",FALSE,12419,NA,2016-08-26 17:03:56,FALSE,NA,"769218837371842560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",4869,FALSE,FALSE,NA,NA
"606","Organize for change in your community, and look good doing it. https://t.co/1Flbtn2PQQ https://t.co/e5TkkUQI1A",FALSE,2772,NA,2016-08-26 15:34:22,FALSE,NA,"769196294732521472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",622,FALSE,FALSE,NA,NA
"607","""These are our American cathedrals, and they belong to you."" —Jonathan B. Jarvis, director of the @NatlParkService https://t.co/NbAXewqVsA",FALSE,5018,NA,2016-08-25 22:13:39,FALSE,NA,"768934388612554752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1403,FALSE,FALSE,NA,NA
"608","Happy 100th birthday, @NatlParkService. Here's to the next 100. #NPS100 https://t.co/LGShTB9l4x",FALSE,8575,NA,2016-08-25 20:24:41,FALSE,NA,"768906966936596480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2395,FALSE,FALSE,NA,NA
"609","RT @SecretaryJewell: .@NatlParkService <U+0001F4AF> bday is a great time to look to next century—connecting all Americans to parks &amp; conservation.SJ h…",FALSE,0,NA,2016-08-25 15:58:35,FALSE,NA,"768840000070791168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",417,TRUE,FALSE,NA,NA
"610","We need nine Supreme Court justices. The Senate needs to do its job and vote on Judge Garland: https://t.co/VbPUcviyZ2 #DoYourJob",FALSE,3276,NA,2016-08-24 21:35:17,FALSE,NA,"768562348575428608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",961,FALSE,FALSE,NA,NA
"611","This is nothing more than shameless partisanship. The Supreme Court should be held in higher regard. #DoYourJob https://t.co/I0TN3csv0O",FALSE,9681,NA,2016-08-24 20:32:39,FALSE,NA,"768546585735114752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3839,FALSE,FALSE,NA,NA
"612","Get important news delivered straight to your inbox—join the @OFA Truth Team: https://t.co/CQa3WGnBcB",FALSE,1213,NA,2016-08-24 18:44:34,FALSE,NA,"768519385669480448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",277,FALSE,FALSE,NA,NA
"613","Rhode Island just built America's first offshore wind farm, which will create clean energy and fight climate change. https://t.co/76pwc0JM3m",FALSE,6861,NA,2016-08-24 16:30:26,FALSE,NA,"768485628648431616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2718,FALSE,FALSE,NA,NA
"614","America's leadership in the fight against climate change pays off in more ways than one. #ActOnClimate https://t.co/tGK9Uu5l0C",FALSE,5911,NA,2016-08-24 15:17:29,FALSE,NA,"768467271580725248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1469,FALSE,FALSE,NA,NA
"615","RT @WhiteHouse: ""What I want the people of Louisiana to know is this—you’re not alone.""—@POTUS: https://t.co/6Uet2HpPXI https://t.co/d5yjHs…",FALSE,0,NA,2016-08-23 19:43:37,FALSE,NA,"768171858466254848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1042,TRUE,FALSE,NA,NA
"616","We can't wait any longer to restore our Supreme Court to full capacity. Tell Senate leaders: It's time for a vote. https://t.co/INKhdtm2rn",FALSE,4321,NA,2016-08-22 22:12:25,FALSE,NA,"767846915941605376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1216,FALSE,FALSE,NA,NA
"617","The Supreme Court isn't some partisan football to be kicked around. Senate leaders should stop treating it like one. https://t.co/akIkPCcxUM",FALSE,14016,NA,2016-08-22 19:31:02,FALSE,NA,"767806303486050305",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",4502,FALSE,FALSE,NA,NA
"618","Read why the Supreme Court needs nine justices, not shameless partisanship. https://t.co/8p9l6bSPcq",FALSE,2768,NA,2016-08-22 17:45:27,FALSE,NA,"767779732955947008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",815,FALSE,FALSE,NA,NA
"619","Get the facts. Cut through the noise with the @OFA Truth Team: https://t.co/4YNdcmVTED https://t.co/OlBqKSgLUZ",FALSE,2394,NA,2016-08-22 16:07:53,FALSE,NA,"767755176799195136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",568,FALSE,FALSE,NA,NA
"620","""We’ve protected more than 265 million acres of public lands and waters."" —President Obama https://t.co/TyJS4eBFr5",FALSE,5446,NA,2016-08-20 17:08:11,FALSE,NA,"767045577414696960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1119,FALSE,FALSE,NA,NA
"621","In the weekly address, President Obama commemorates the 100th anniversary of the @NatlParkService. https://t.co/TyJS4eBFr5",FALSE,3794,NA,2016-08-20 16:04:35,FALSE,NA,"767029573603164160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",738,FALSE,FALSE,NA,NA
"622","Another record broken. https://t.co/sw9XGUXWqX #ActOnClimate",FALSE,2697,NA,2016-08-19 19:16:26,FALSE,NA,"766715464122793984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1373,FALSE,FALSE,NA,NA
"623","Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: https://t.co/rNIKnWI2K2",FALSE,2692,NA,2016-08-19 17:14:06,FALSE,NA,"766684679940354048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",750,FALSE,FALSE,NA,NA
"624","Climate change is not too big of a challenge to solve. We're making good headway. #ActOnClimate https://t.co/s2yzyDqvNR",FALSE,8130,NA,2016-08-19 15:17:23,FALSE,NA,"766655304767385600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1933,FALSE,FALSE,NA,NA
"625","“Each month just gives another data point that makes the evidence stronger that we’re changing the climate.” https://t.co/QbFZXySQ86",FALSE,5763,NA,2016-08-18 21:59:23,FALSE,NA,"766394084235759616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2889,FALSE,FALSE,NA,NA
"626","Fifteen months in a row of record-breaking heat is a signal that can't be denied: We need to #ActOnClimate. https://t.co/pXnbiNYFP9",FALSE,10455,NA,2016-08-18 20:57:21,FALSE,NA,"766378474835677184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",4897,FALSE,FALSE,NA,NA
