"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"205",".@MichelleObama and I are rooting hard for Team USA as the Special Olympics World Games get underway this week. Our… https://t.co/aD4gRnMEL8",FALSE,145333,NA,2019-03-14 20:36:39,TRUE,NA,"1106293084168601600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",12943,FALSE,FALSE,NA,NA
"206","What a great moment. Happy 110th, Virginia. https://t.co/FuNZV3RRV4",FALSE,245186,NA,2019-03-12 18:48:18,FALSE,NA,"1105541040575008768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",20839,FALSE,FALSE,NA,NA
"207","Michelle and I send our deepest sympathies to all who knew the victims of today’s plane crash in Ethiopia.",FALSE,357918,NA,2019-03-11 01:02:11,FALSE,NA,"1104910353232789505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",32928,FALSE,FALSE,NA,NA
"208","The Crew Dragon’s been on quite a ride since I last saw it—congrats to @NASA and @SpaceX on a successful return! We… https://t.co/eJVhuf5KTQ",FALSE,126652,NA,2019-03-08 16:03:23,TRUE,NA,"1104049983760805889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10267,FALSE,FALSE,NA,NA
"209","Preethi, Alice, and Sefora are just three of many @ObamaFoundation leaders who remind us what International Women’s… https://t.co/z319lmm1iP",FALSE,39324,"BarackObama",2019-03-08 13:34:30,TRUE,"1104011854437863424","1104012516307451905","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",3596,FALSE,FALSE,NA,NA
"210","And @SeforaKodjo is helping the next generation of women leaders in Africa rise up. Her organization is training an… https://t.co/qTd90Kw7ev",FALSE,38740,"BarackObama",2019-03-08 13:31:52,TRUE,"1104011700724994049","1104011854437863424","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",3774,FALSE,FALSE,NA,NA
"211",".@BarbeAlice is helping refugees resettle into welcoming communities in France, offering them job training and lang… https://t.co/CoeFcGSJ7d",FALSE,24134,"BarackObama",2019-03-08 13:31:15,TRUE,"1104011515227713538","1104011700724994049","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",2724,FALSE,FALSE,NA,NA
"212",".@preethiherman is helping women unleash their power to change their societies. As head of the… https://t.co/1anUW1vugu",FALSE,25636,"BarackObama",2019-03-08 13:30:31,TRUE,"1104011361099624448","1104011515227713538","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",2964,FALSE,FALSE,NA,NA
"213","On International Women’s Day, I’m reflecting on the future we all want for our daughters: one where they can live o… https://t.co/oJiJ7foBZy",FALSE,481063,NA,2019-03-08 13:29:54,TRUE,NA,"1104011361099624448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",101833,FALSE,FALSE,NA,NA
"214","It’s up to all of us as citizens to make sure that the rules of democracy are fair—everywhere—because the next deca… https://t.co/Tpv5NoYazl",FALSE,95601,NA,2019-02-21 19:01:39,TRUE,NA,"1098659030204116992",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",20183,FALSE,FALSE,NA,NA
"215","Zion Williamson seems like an outstanding young man as well as an outstanding basketball player. Wishing him a speedy recovery.",FALSE,301529,NA,2019-02-21 04:41:44,FALSE,NA,"1098442623239573505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",30648,FALSE,FALSE,NA,NA
"216","I’m about to join @StephenCurry30 on stage with @MBK_Alliance to answer questions from boys and young men of color… https://t.co/iAL5ZRVOUv",FALSE,103249,NA,2019-02-20 00:02:24,TRUE,NA,"1098009940436885506",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",10484,FALSE,FALSE,NA,NA
"217","RT @ObamaFoundation: Ahead of #MBKRising and in honor of Black History Month, @BarackObama shared a nonfiction reading list that can help t…",FALSE,0,NA,2019-02-18 20:05:12,FALSE,NA,"1097587860549570560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",4931,TRUE,FALSE,NA,NA
"218","I’ve always loved basketball because it’s about building a team that’s equal to more than the sum of its parts. Gla… https://t.co/QZ2PTwFPmq",FALSE,155534,NA,2019-02-16 20:40:27,TRUE,NA,"1096871952512368642",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",22038,FALSE,FALSE,NA,NA
"219","Happy Valentine’s Day to the extraordinarily smart, beautiful, funny, one and only @MichelleObama. It’s true; she d… https://t.co/STEbQ40XQ5",FALSE,408705,NA,2019-02-14 18:32:00,TRUE,NA,"1096114852941234176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",36222,FALSE,FALSE,NA,NA
"220","In the year since their friends were killed, the students of Parkland refused to settle for the way things are and… https://t.co/HLvyhgqiup",FALSE,468972,NA,2019-02-14 15:18:47,TRUE,NA,"1096066230442749952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",70815,FALSE,FALSE,NA,NA
"221","Don’t be sad it’s over, be proud it taught us so much. Congrats to all the men and women of @NASA on a @MarsRovers… https://t.co/lFxXcgiBqS",FALSE,289182,NA,2019-02-14 03:10:37,TRUE,NA,"1095882980839616512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",33685,FALSE,FALSE,NA,NA
"222","Happy 85th birthday to @RealBillRussell - the greatest champion in American sports, and a lifelong warrior for justice.",FALSE,124379,NA,2019-02-13 01:18:20,FALSE,NA,"1095492333481705472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11648,FALSE,FALSE,NA,NA
"223","RT @MichelleObama: A big part of friendship is showing up for your girls—that’s why I was thrilled to be there for the one and only @alicia…",FALSE,0,NA,2019-02-11 04:01:16,FALSE,NA,"1094808564437303297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",37416,TRUE,FALSE,NA,NA
"224","My statement on the passing of former Congressman John Dingell: https://t.co/gjBYHHImzB",FALSE,62798,NA,2019-02-08 04:04:14,FALSE,NA,"1093722143513346048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",9752,FALSE,FALSE,NA,NA
"225","We lost two great Americans today – Frank Robinson and John Dingell – citizens who inspired me and so many others b… https://t.co/EcjpeHhzgf",FALSE,233880,NA,2019-02-08 04:03:33,TRUE,NA,"1093721973824339968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",27505,FALSE,FALSE,NA,NA
"226","As we celebrate Black History Month and Jackie Robinson’s 100th birthday, we celebrate the life of all whose courag… https://t.co/2JUfORxB3X",FALSE,242323,NA,2019-02-01 16:08:02,TRUE,NA,"1091367581964034048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",38250,FALSE,FALSE,NA,NA
"227","The @ObamaFoundation is connecting people from around the world so they can form partnerships just like this. I am… https://t.co/dV9rIvzy8L",FALSE,87079,NA,2019-01-25 18:18:52,TRUE,NA,"1088863791058698240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11167,FALSE,FALSE,NA,NA
"228","I’ve always drawn inspiration from what Dr. King called life’s most persistent and urgent question: ""What are you d… https://t.co/Cxspr7qtwG",FALSE,744854,NA,2019-01-21 16:14:42,TRUE,NA,"1087382991901474816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",154786,FALSE,FALSE,NA,NA
"229","RT @MBK_Alliance: President Obama challenged us to improve our communities in 2019—and mentorship is a concrete action we can take. With @M…",FALSE,0,NA,2019-01-17 20:21:58,FALSE,NA,"1085995668668366848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",1889,TRUE,FALSE,NA,NA
"230","I knew it way back then and I’m absolutely convinced of it today — you’re one of a kind, @MichelleObama. Happy Birt… https://t.co/VLwQtcydJm",FALSE,1368853,NA,2019-01-17 15:02:10,TRUE,NA,"1085915185146150912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",173735,FALSE,FALSE,NA,NA
"231","In 2018 people stepped up and showed up like never before. Keep it up in 2019. We’ve got a lot of work to do, and I… https://t.co/7XRYXZbFTu",FALSE,807077,NA,2019-01-01 16:19:34,TRUE,NA,"1080136459670175744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",105233,FALSE,FALSE,NA,NA
"232","I hope you find inspiration in the stories of Dejah, Moussa, Sandor, Hong and Jonny. Their journeys began with a de… https://t.co/nfkq6OHmuc",FALSE,89797,"BarackObama",2018-12-29 16:15:20,TRUE,"1079048229382017024","1079048231298883584","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",10982,FALSE,FALSE,NA,NA
"233","Leaders like Jonny Boucher, a Chicago native who, after losing too many friends and family to suicide, started a co… https://t.co/lKmjQt4MNA",FALSE,110111,"BarackObama",2018-12-29 16:15:20,TRUE,"1079048228354457600","1079048229382017024","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",18639,FALSE,FALSE,NA,NA
"234","Leaders like Hong Hoang, who mobilized a youth-led movement to create a greener world after becoming the first Viet… https://t.co/gDZ1xNFqhP",FALSE,28107,"BarackObama",2018-12-29 16:15:20,TRUE,"1079048227448475649","1079048228354457600","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3550,FALSE,FALSE,NA,NA
"235","Leaders like Moussa Kondo and Sandor Lederer, who are each doing their part to fight corruption in their native cou… https://t.co/XfRJsPyEBG",FALSE,26140,"BarackObama",2018-12-29 16:15:19,TRUE,"1079048223342264320","1079048227448475649","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3607,FALSE,FALSE,NA,NA
"236","Leaders like Dejah Powell, who started an organization to bring health and wellness resources to communities on the… https://t.co/bHnnttq0bZ",FALSE,34025,"BarackObama",2018-12-29 16:15:18,TRUE,"1079048221861634048","1079048223342264320","813286","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",4874,FALSE,FALSE,NA,NA
"237","As the year winds down and we look toward 2019, I’m asking you to make a commitment: find something you want to cha… https://t.co/wg2DdYAJWs",FALSE,376896,NA,2018-12-29 16:15:18,TRUE,NA,"1079048221861634048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",80355,FALSE,FALSE,NA,NA
"238","As 2018 draws to a close, I’m continuing the tradition of sharing my year-end lists. It gives me a moment to reflec… https://t.co/rSD2tphr3l",FALSE,276752,NA,2018-12-28 14:34:43,TRUE,NA,"1078660520650174464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",45634,FALSE,FALSE,NA,NA
"239","Enjoy the holiday season with the ones you love. Michelle and I wish you a very Merry Christmas! https://t.co/LKLqlYfFUw",FALSE,901923,NA,2018-12-25 14:14:37,FALSE,NA,"1077568301281263616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",87925,FALSE,FALSE,NA,NA
"240","There’s no better time than the holidays to give back to your community. Yesterday I got to do just that at… https://t.co/gGLJomf3ua",FALSE,198483,NA,2018-12-20 20:55:31,TRUE,NA,"1075857251066363905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",31748,FALSE,FALSE,NA,NA
"241","Merry Christmas and happy holidays to the extraordinary kids, families, and staff at Children’s National. And thank… https://t.co/zhMp8GSpfO",FALSE,389138,NA,2018-12-19 21:48:12,TRUE,NA,"1075508118359076864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",63249,FALSE,FALSE,NA,NA
"242","Today is the last day of open enrollment. That means it’s the deadline to make sure you and the people you love hav… https://t.co/MMZXvDdvaU",FALSE,76437,NA,2018-12-15 21:15:39,TRUE,NA,"1074050377291624449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",22462,FALSE,FALSE,NA,NA
"243","Joe is right. Head to https://t.co/SS87NTsgJt before tomorrow’s deadline. And nice bracelet, by the way. https://t.co/NFy3LxZe3f",FALSE,150041,NA,2018-12-15 00:58:26,FALSE,NA,"1073744054960250880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",31720,FALSE,FALSE,NA,NA
"244","As Bobby Kennedy taught us, the thing about hope is that it travels through space *and* time, first splashing again… https://t.co/EsieA1Ry5F",FALSE,208987,NA,2018-12-13 04:15:34,TRUE,NA,"1073068889339240450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",42158,FALSE,FALSE,NA,NA
"245","RT @ObamaFoundation: The Cares Family reaches across generational divides to reduce loneliness in the U.K. Hear more from Alex Smith, found…",FALSE,0,NA,2018-12-12 17:23:14,FALSE,NA,"1072904726180712453",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",2029,TRUE,FALSE,NA,NA
"246","No jump shots. No ferns. No memes. Not this time. I’m going to give it to you straight: If you need health insuranc… https://t.co/rThqk0VTXA",FALSE,338238,NA,2018-12-10 15:40:51,TRUE,NA,"1072154184382844928",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",131608,FALSE,FALSE,NA,NA
"247","RT @GetUSCovered: Just ONE WEEK LEFT to #GetCovered for 2019. Most folks can find coverage for $75 or less per month.

Head over to https:/…",FALSE,0,NA,2018-12-08 14:17:50,FALSE,NA,"1071408513933602816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",2703,TRUE,FALSE,NA,NA
"248","Happy Hanukkah! Over these eight nights, we draw inspiration from light that can overpower any darkness, and recomm… https://t.co/IxuDfVzDLf",FALSE,399167,NA,2018-12-02 22:09:40,TRUE,NA,"1069352929633755136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",49465,FALSE,FALSE,NA,NA
"249","America has lost a patriot and humble servant in George Herbert Walker Bush. While our hearts are heavy today, they… https://t.co/2Gn7sGTG90",FALSE,362036,NA,2018-12-01 05:36:23,TRUE,NA,"1068740570921738241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",64959,FALSE,FALSE,NA,NA
"250","I am grateful for the next generation of leaders -- the young people who are tolerant, creative, idealistic and doi… https://t.co/Mnydz2BMZX",FALSE,235849,NA,2018-11-21 18:57:58,TRUE,NA,"1065318418470064128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",38719,FALSE,FALSE,NA,NA
"251","Thanks to the Chicago @FoodDepository team for all you do and to the volunteers who are doing great work and let me… https://t.co/noTTWJDrlv",FALSE,135496,NA,2018-11-21 01:37:14,TRUE,NA,"1065056512324919296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",19423,FALSE,FALSE,NA,NA
"252","RT @ObamaFoundation: The Obama Presidential Center represents a historic opportunity to build a world-class museum and public gathering spa…",FALSE,0,NA,2018-11-19 21:56:30,FALSE,NA,"1064638575139069953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3073,TRUE,FALSE,NA,NA
"253","When someone shares their story, we see the world through their eyes. I’m looking forward to hearing a few from lea… https://t.co/4ZM6S85yuU",FALSE,89518,NA,2018-11-18 23:32:03,TRUE,NA,"1064300232308113408",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",13858,FALSE,FALSE,NA,NA
"254","Our future depends on all our young people, including our boys and young men of color, being able to achieve their… https://t.co/TaRXBwtm9v",FALSE,89303,NA,2018-11-15 16:43:52,TRUE,NA,"1063110344762105857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",15755,FALSE,FALSE,NA,NA
"255","Of course, @MichelleObama’s my wife, so I’m a little biased here. But she also happens to be brilliant, funny, wise… https://t.co/bhzH5QSA0x",FALSE,524227,NA,2018-11-13 18:37:35,TRUE,NA,"1062414184938377216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",62760,FALSE,FALSE,NA,NA
"256","Michelle and I are heartbroken for everybody who’s lost so much in California, and grateful for the heroism of the… https://t.co/4sNwd1l283",FALSE,284789,NA,2018-11-12 03:20:49,TRUE,NA,"1061821087724564480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",52528,FALSE,FALSE,NA,NA
"257","To all our veterans and your families: thank you. There's no tribute that can truly match the magnitude of your ser… https://t.co/ypSU5ocwN2",FALSE,653887,NA,2018-11-11 16:14:40,TRUE,NA,"1061653443058827264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",108551,FALSE,FALSE,NA,NA
"258","Congratulations to everybody who showed up and participated in our democracy in record numbers yesterday. The chang… https://t.co/KtOmsuUdHh",FALSE,317019,NA,2018-11-07 16:13:21,TRUE,NA,"1060203563069198336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",49729,FALSE,FALSE,NA,NA
"259","Today is the day. Today, it’s your turn to raise your voice to change the course of this country for the better. So… https://t.co/PHQApoHdgr",FALSE,169830,NA,2018-11-06 16:26:40,TRUE,NA,"1059844527068979201",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",37516,FALSE,FALSE,NA,NA
"260","If you take that power and vote, something powerful happens. Change happens. Hope happens. And with each new step w… https://t.co/QwBCsv2WKS",FALSE,68567,"BarackObama",2018-11-05 18:46:31,TRUE,"1059517327815991299","1059517330366087169","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",17826,FALSE,FALSE,NA,NA
"261","When you vote, you have the power to make it easier for a student to afford college, and harder for a disturbed per… https://t.co/IqykmSWOMo",FALSE,100895,"BarackObama",2018-11-05 18:46:30,TRUE,"1059517324053622785","1059517327815991299","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",24863,FALSE,FALSE,NA,NA
"262","When you vote, you have the power to protect voting rights. To make sure our criminal justice system treats everyon… https://t.co/KmjBq77g5M",FALSE,59166,"BarackObama",2018-11-05 18:46:29,TRUE,"1059517321524535296","1059517324053622785","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",13276,FALSE,FALSE,NA,NA
"263","When we've been at such crossroads before, Americans have made the right choice. Not because we sat back and waited… https://t.co/Rrxma5NCX1",FALSE,50967,"BarackObama",2018-11-05 18:46:28,TRUE,"1059517317011398656","1059517321524535296","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11164,FALSE,FALSE,NA,NA
"264","Tomorrow’s elections might be the most important of our lifetimes. The health care of millions is on the ballot. Ma… https://t.co/9Vw2V9sSLv",FALSE,500427,NA,2018-11-05 18:46:27,TRUE,NA,"1059517317011398656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",134675,FALSE,FALSE,NA,NA
"265","Speaking of preexisting conditions, open enrollment starts today. If you or someone you know needs health care, vis… https://t.co/VKJHRTRNY2",FALSE,54899,NA,2018-11-01 21:20:50,TRUE,NA,"1058106616464240640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",20859,FALSE,FALSE,NA,NA
"266","Elections matter. You have the power to protect a family’s health care. Make a plan, grab some friends, and vote: https://t.co/rY8Ip1km9p",FALSE,32598,"BarackObama",2018-11-01 18:32:47,FALSE,"1058064320356081665","1058064323984179206","813286","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",8258,FALSE,FALSE,NA,NA
"267","While we're talking about preexisting conditions, the ACA is the law that finally protected your coverage for preex… https://t.co/tixOSz0DNP",FALSE,71582,NA,2018-11-01 18:32:46,TRUE,NA,"1058064320356081665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",21212,FALSE,FALSE,NA,NA
"268","Not sure who and what you can vote for? Head over to https://t.co/SHxg6ael0O to look up your state, learn who's run… https://t.co/ATph6fzt75",FALSE,95467,NA,2018-10-31 18:20:55,TRUE,NA,"1057698949153349633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",35049,FALSE,FALSE,NA,NA
"269","Your vote can decide the health care of millions. Your voice can determine the character of our country. You have p… https://t.co/ou6DL1g1b6",FALSE,81772,NA,2018-10-30 15:44:20,TRUE,NA,"1057297156711813123",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",24230,FALSE,FALSE,NA,NA
"270","We grieve for the Americans murdered in Pittsburgh. All of us have to fight the rise of anti-Semitism and hateful r… https://t.co/X9SED9pg8X",FALSE,821547,NA,2018-10-27 21:54:34,TRUE,NA,"1056303165610618880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",178545,FALSE,FALSE,NA,NA
"271","The last presidential election turned on fewer than 100,000 votes in three states. More people go to Coachella. The… https://t.co/JtJlYxwGbf",FALSE,239653,NA,2018-10-17 17:21:34,TRUE,NA,"1052610585328869377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",95585,FALSE,FALSE,NA,NA
"272","America is always at our best when we look out for each other. Please do what you can to help people recover and re… https://t.co/p53FdzYe97",FALSE,94459,NA,2018-10-12 01:51:01,TRUE,NA,"1050564463907270656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",17615,FALSE,FALSE,NA,NA
"273","I’m so proud of the work @MichelleObama has done over the years to ensure adolescent girls have access to education… https://t.co/oMXzcgI4l2",FALSE,184806,NA,2018-10-11 14:01:16,TRUE,NA,"1050385850792640512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",32393,FALSE,FALSE,NA,NA
"274","Congratulations to Drew Brees on the all time passing record. Always a class act.",FALSE,319781,NA,2018-10-09 03:47:49,FALSE,NA,"1049506695339229186",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",33024,FALSE,FALSE,NA,NA
"275","Happy Anniversary, @MichelleObama. For 26 years, you’ve been an extraordinary partner, someone who can always make… https://t.co/csomlGbL1B",FALSE,673658,NA,2018-10-03 19:08:58,TRUE,NA,"1047564181266939905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",64880,FALSE,FALSE,NA,NA
"276","Today, I’m proud to endorse even more Democratic candidates who aren’t just running against something, but for some… https://t.co/oqewS0Y8vZ",FALSE,207141,NA,2018-10-01 16:46:18,TRUE,NA,"1046803503988006912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",44748,FALSE,FALSE,NA,NA
"277","From civil servants to organizers, the young people I met in Amsterdam today are doing the hard work of change. And… https://t.co/mlAp2SRZlP",FALSE,113437,NA,2018-09-29 16:29:29,TRUE,NA,"1046074495201693697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11007,FALSE,FALSE,NA,NA
"278","The antidote to government by a powerful few is government by the organized, energized many. This National Voter Re… https://t.co/3W5pfaUdKd",FALSE,367773,NA,2018-09-25 20:49:10,TRUE,NA,"1044690296917962754",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",96192,FALSE,FALSE,NA,NA
"279","The first class of Obama Fellows is full of leaders like Keith—hardworking, innovative, and dedicated to partnering… https://t.co/nOd6FzH23n",FALSE,86425,NA,2018-09-14 16:20:47,TRUE,NA,"1040636488445255680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",13045,FALSE,FALSE,NA,NA
"280","We will always remember everyone we lost on 9/11, thank the first responders who keep us safe, and honor all who de… https://t.co/ku270JQnwl",FALSE,737147,NA,2018-09-11 13:52:34,TRUE,NA,"1039512025406349312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",131657,FALSE,FALSE,NA,NA
"281","RT @nowthisnews: If you still don't think the midterms will affect you, @BarackObama is back to spell out just how important they are https…",FALSE,0,NA,2018-09-08 16:26:57,FALSE,NA,"1038463712506667008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",52694,TRUE,FALSE,NA,NA
"282","Today I’m at the University of Illinois to deliver a simple message to young people all over the country: You need… https://t.co/brM6Vd7j2R",FALSE,256824,NA,2018-09-07 15:08:22,TRUE,NA,"1038081548833222658",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",45201,FALSE,FALSE,NA,NA
"283","Yesterday I met with high school students on Chicago’s Southwest side who spent the summer learning to code some pr… https://t.co/hY9B0mSQB9",FALSE,379500,NA,2018-08-29 19:54:41,TRUE,NA,"1034892109868945409",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BarackObama",53956,FALSE,FALSE,NA,NA
"284","Congratulations to Hawaii for winning the Little League World Series! You make America very proud. <U+0001F919><U+0001F3FE> https://t.co/8Un7LPXgX1",FALSE,361909,NA,2018-08-26 21:40:29,FALSE,NA,"1033831571944554498",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",31698,FALSE,FALSE,NA,NA
"285","Our statement on the passing of Senator John McCain: https://t.co/3GBjNYxoj5",FALSE,838851,NA,2018-08-26 01:09:45,FALSE,NA,"1033521851312623616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",173853,FALSE,FALSE,NA,NA
"286","Aretha helped define the American experience. In her voice, we could feel our history, all of it and in every shade… https://t.co/hUcQpbdydq",FALSE,568496,NA,2018-08-16 16:31:18,TRUE,NA,"1030129887623958538",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",125226,FALSE,FALSE,NA,NA
